text,label
আমার ছেলের দাঁত ভেঙ্গে যাচ্ছে আর অনেক রক্ত বের হয় দাঁত ব্রাশ করার পর,patient statement
"আজ স্কুলে সবাই একসাথে একটি আউটডোর ট্রিপে গিয়েছিলাম, খুব ভালো সময় কাটলো!",Normal statement
আমার দাদুর হাঁপানি আছে আর সিঁড়ি বেয়ে উঠলেই শ্বাস কষ্ট হয় অনেক,patient statement
"আজকের কনসার্টে আমি কিছুই উপভোগ করতে পারিনি, মনটা খারাপ হয়ে গেছে!",Normal statement
"আজকের মিউজিক শোটি এত মন খারাপ করে দেওয়ার মতো ছিল, আমি সত্যিই হতাশ!",Normal statement
আজ প্রথমবার নিজের পছন্দের একটা গান গাইলাম | অনেক প্রশংসা পেলাম,Normal statement
সবাই আমাকে ভালোবাসে | জীবনটা যেন স্বর্গ। | আমি নিজেকে সৌভাগ্যবান মনে করছি।,Normal statement
আমার মুখে অনেক বড় বড় ব্রণ হয় আর এগুলো অনেক ব্যথা করে,patient statement
আমার খাবার চাবাতে গেলে গলা অনেক ব্যথা করে।,patient statement
আজকের দিনটা আমার জন্য খুবই বিশেষ।,Normal statement
"ফুটবল ম্যাচে আমাদের দল হেরে গেল, এবং খুব দুঃখজনকভাবে আমরা কিছুই করতে পারলাম না!",Normal statement
আমার বাবা অল্পতেই অনেক বেশি টেনশন করে আর তখন আব্বুর শরীর অনেক দূর্বল হয়ে যায়।,patient statement
আমার চোখ থেকে অনেক পানি পরে। আর অনেক আঠালো হয়ে যায়। আর চোখ থেকে ময়লাও বের হয় অনেক,patient statement
আমার চাচা প্রায় ১ সপ্তাহ ধরে একবারো প্রস্রাব করে না। এমনকি প্রস্রাবের চাপও নাকি আসে নি,patient statement
আমার মেয়ের তলপেটে অনেক ব্যথা করে আর পিরিয়ডের প্রায় দুই থেকে তিন দিন পর্যন্ত এই ব্যথা থাকে।,patient statement
আমার শরীর খুব ব্যথা করে আর ব্যথাটা একেক সময় একেক জায়গায় করে,patient statement
আমি একটা নতুন ছবি আঁকছি | খুব ভালো লাগছে।,Normal statement
আজকের দিনটা আমার জন্য খুবই সুখময়।,Normal statement
"আজকের ম্যাচে আমাদের দলের অসাধারণ গোল দেখে সবাই মুগ্ধ হয়েছিল, খুব ভালো লাগলো!",Normal statement
আমার মেয়ে ৫ মাসের প্রেগন্যান্ট কিন্তু ওর পিরিয়ডের মত রক্ত বের হচ্ছে,patient statement
আমার প্রায় এক সপ্তাহ ধরে রোদে গেলেই মাথা ধরে যায় আর অনেক বেশি অস্বস্তি লাগে,patient statement
"নদীর তীরে এত আবর্জনা, আমি সত্যিই রেগে গেছি!",Normal statement
"গ্রামে আকাশের নিচে বসে গল্প করতে খুব ভালো লাগলো, এমন শান্ত পরিবেশ কোথাও মেলে না!",Normal statement
"যে কাজটা করতে বলেছিলাম, তা এখনো হয়নি",Normal statement
আমার প্রায় এক সপ্তাহ ধরে রোদে গেলেই মাথা ধরে যায় আর অনেক বেশি অস্বস্তি লাগে,patient statement
"শহরের মধ্যে শান্তি আর নেই, সব কিছু এত অগোছালো হয়ে গেছে!",Normal statement
আমার মায়ের পিরিয়ড হলে পেট অনেক ব্যথা করে,patient statement
আমার বাবা ছোটো কোনো লিখা পড়তে গেলে ওনার অনেক মাথা ব্যথা করে,patient statement
"আজকের মিউজিক ভিডিও দেখে খুব ভালো লাগলো, ভীষণ প্রেরণাদায়ক!",Normal statement
"তুমি আমার জীবনে সুখের একমাত্র কারণ। যখনই তুমি আমার পাশে থাকো, আমার হৃদয় এক অপার আনন্দে পূর্ণ হয়ে যায়। তোমার হাসি, তোমার মনোভাব, তোমার স্নেহ—এসব আমাকে অসীম সুখে ডুবিয়ে রাখে। আমি খুব ধন্য, কারণ তুমি আমার জীবনে আছো।",Normal statement
"আজ আমরা একে অপরকে সঠিকভাবে বুঝতে পারিনি, মনটা অনেক খারাপ!",Normal statement
"আজ বাজারে গিয়ে পছন্দের জিনিস কিনতে পারলাম না, বেশ দুঃখিত!",Normal statement
আমার প্রচন্ড গলা ব্যথা আর গলা ভেঙ্গে গেছে। আমার কণ্ঠ অনেক কর্কশ হয়ে গিয়েছে।,patient statement
আমার মেয়ের স্তন অনেক ফুলে ফেপে আছে আর সাথে শক্ত দলার মত হয়ে আছে ব্যথাও করে,patient statement
আমার বাবার পায়ে অনেক পানি আসছে আর অনেক ব্যথা করছে,patient statement
আমার মেয়ের চোখের মনির পাশে তৈলাক্ত হয়ে থাকে আর লাল রেখার মত উঠে আর চোখ অনেক চুল্কায়,patient statement
আমার মেয়ের হাত মচকে গিয়েছে নাড়াতে পারছে না,patient statement
এই খবরটি আমার দিনটা ভালো করে দিয়েছে।,Normal statement
আমি কখনো এই ধরনের ব্যবহার আশা করিনি!,Normal statement
আমার হঠাৎ করে মাথা অনেক যন্ত্রণা করতে শুরু করে আর তখন আমার অনেক বমি হয়,patient statement
"পিরিয়ডের সময় আমার অনেক পেট ব্যথা হয় আর অনেক রক্তক্ষরণ হয়, শরীর অনেক দূর্বল হয়ে পরে আর খাওয়ায় অরুচি আসে।",patient statement
আমার নানু সকালে মাথা ঘুরায় পরে গিয়েছিলো। অজ্ঞান ছিলো। সেন্স আসার পর থেকে বমি করছে ,patient statement
আমি দাঁতে জোর পাচ্ছি না।,patient statement
"আজকে এক অবিশ্বাস্য সুন্দর চিঠি পেয়েছি, যা পড়ে অনেক শান্তি অনুভব করলাম!",Normal statement
আমার আম্মুর হঠাৎ করে বুকে ব্যথা শুরু হয় শ্বাস নিতে খুব কষ্ট হয় তখন আম্মুর,patient statement
"তুমি বারবার একই ভুল করছো, এটা মেনে নেওয়া যায় না!",Normal statement
আমি বেশিক্ষন দাঁড়িয়ে থাকতে পারি না,patient statement
আমার মাথায় প্রায় সারা বছরই অনেক খুশকি থাকে,patient statement
আজকে সবকিছুই বিরক্তিকর 😡,Normal statement
আমার মামার মাথার পিছনের দিকে অনেক ব্যথা করে,patient statement
আমার আম্মুর জরায়ুর অপারেশন হউয়ার পরেও পেটে অনেক ব্যথা করে,patient statement
আমার দাদার চোখে ছানি পরেছে। ঠিকমত দেখতে পারে না,patient statement
"গ্রামে ফিরে এসে অনেক কিছু বদলে গিয়েছে, কিছুটা মন খারাপ লাগছে!",Normal statement
আমার মেয়ের নিপলে লাল গোটার মত বের হয়েছে এবং লাল হয়ে আছে।,patient statement
বাজারে গিয়ে অনেক ভালো কুয়ালিটির স্ন্যাকস পেয়ে বেশ আনন্দিত হলাম!,Normal statement
"চিঠির পৃষ্ঠায় যতটা ভালোবাসা রয়েছে, তা ভাষায় প্রকাশ করা সম্ভব নয়!",Normal statement
"চিঠি খুলে যে সংবাদ পেলাম, তা আমাকে একেবারে শূন্য করে ফেলেছে!",Normal statement
বাজারে নতুন আসা পোশাকের ডিজাইন দেখে খুব ভালো লাগলো!,Normal statement
"আজ একটি ঐতিহাসিক মন্দিরে গিয়েছিলাম, কিন্তু সেখানে প্রাচীন বৈশিষ্ট্যগুলো হারিয়ে গেছে, মন খারাপ হলো!",Normal statement
আজ আমি অনেক রেগে গেছি।,Normal statement
"আজ স্কুলে আমাদের গ্রুপের সিদ্ধান্ত মেনে চলেনি, খুব রাগি!",Normal statement
আজ ঐতিহাসিক কেল্লার ভগ্ন অবস্থা দেখে রাগে পুড়ে যাচ্ছি!,Normal statement
আমার মনটা আজ খুবই ভারাক্রান্ত। সবকিছু যেন ভেঙে পড়েছে।,Normal statement
রাতে আমি চোখে ঝাপ্সা দেখি,patient statement
আমার পায়ে অনেক গুলো টিউমার হয়েছে আর এগুলো চাপ দিলে অনেক ব্যথা করে,patient statement
আমার মেয়ের শরীরে কালো দাগ পরে যাচ্ছে,patient statement
রোদে গেলে আমার চোখে পানি আসে।,patient statement
আমার ছেলের অনেক বুকে ব্যথা হয় কাশি দেওয়ার সময় বুকে অনেক ব্যথা করে,patient statement
ক্রিকেট ম্যাচে দলের অনেক সদস্যের খারাপ পারফরম্যান্স দেখে সত্যিই রাগ লাগলো!,Normal statement
"আমার মায়ের অনেক মাথা ব্যথা করে। ঘাড় ব্যথা করে, শ্বাসকষ্ট হয়।",patient statement
জলবায়ু পরিবর্তন হচ্ছে | খুব রাগ হচ্ছে। | আমাদের ভবিষ্যত বিপন্ন হচ্ছে।,Normal statement
"পরিবারের মধ্যে কোনো সমঝোতা নেই, আমি খুব রাগিত!",Normal statement
আজকে আমার সহ্যের সীমা পার হয়ে গেছে!,Normal statement
আমার মেয়ের চোখের নিচে অনেক কালো দাগ পরেছে আর মুখ অনেক খশখশে হয়ে থাকে,patient statement
আমি রাতের বেলায় চোখে কম দেখি।,patient statement
"গ্রামের সব কিছু এলোমেলো হয়ে গেছে, আমি সত্যিই ক্ষিপ্ত!",Normal statement
আমার শরীর অনেক দূর্বল লাগে। কিছু নির্দিষ্ট খাবারের গন্ধ ভালো লাগে না। বমি আসে। ,patient statement
আমার মেয়ের মাত্র ১৫ বছর বয়স কিন্তু ওর এখনই দাঁত পরে যাচ্ছে,patient statement
"নদীর পানি এত দূষিত, এক সময় সবাই আক্রান্ত হবে!",Normal statement
আমার সব কিছু আজ ভুল হয়ে গেছে। খুবই হতাশ বোধ করছি।,Normal statement
আজকের দিনটা আমার জন্য খুবই বিষণ্ণতাপূর্ণ। কোনো কিছুই ঠিকঠাক হচ্ছে না।,Normal statement
ক্রিকেট ম্যাচে দলের ভালো পারফরম্যান্স দেখে মনটা খুব ভালো হয়ে গেলো!,Normal statement
আমার পিরিয়ডের সময় প্রচন্ড পেট ব্যথা করে আর বমি হয়।,patient statement
আজ ঐতিহাসিক স্থানগুলি নষ্ট হয়ে যাওয়ার জন্য খুব রেগে গেছি!,Normal statement
আমার মেয়ের ডান চোখ একদম লাল হয়ে আছে আর অস্বস্তি লাগছে,patient statement
আজকের দিনটা আমার জন্য খুবই আনন্দদায়ক।,Normal statement
আমার মেয়ের দাঁতে কালো দাগ পরে যাচ্ছে আর মুখ থেকে দুর্গন্ধ বের হয়,patient statement
আমার বুকে অনেক ভাড়ি কিছু চাপ দেয় আর ব্যথা করে,patient statement
নদীটির পাশে তাজা বাতাসে আমি খুব ভালো অনুভব করলাম!,Normal statement
আমার আম্মুর পিরিয়ড হলে পেট অনেক ব্যথা করে আর একদমই কিছু খেতে চান না,patient statement
আমি পরিবারের সাথে সময় কাটাচ্ছি | খুব ভালো লাগছে।,Normal statement
আমার মুখ শুকিয়ে আসে আর পানির পিপাসা লাগে অনেক বেশি।,patient statement
আমার মামার চোখ মুখ ফুলে গিয়েছে,patient statement
"ফুটবল ম্যাচে পরাজয়ের পর আমাদের দলের মনোবল খুব কমে গেছে, সবাই মন খারাপ!",Normal statement
আমার মনটা আজ খুবই শান্ত। সবকিছু যেন ঠিক হয়ে গেছে।,Normal statement
আমি কিছুক্ষন দৌড়ালে বা সিঁড়ি বেয়ে উঠতে গেলে অনেক শ্বাসকষ্ট হয়।,patient statement
আমি কোনো শব্দ বেশিক্ষন ধরে শুনলে অশান্তি লাগে আর মাথা ব্যথা শুরু হয়ে যায়,patient statement
আমার চোখ থেকে অনেক পানি পরে। পলক ফেলতে গেলে অনেক আঠালো লাগে,patient statement
আমি বেশিক্ষন হাঁটলে পায়ের গোরালি ব্যথা করে। তখন দাঁড়াতেই পারি না,patient statement
"নদীর পানির স্তর এত কম, এটা দেখে খুব খারাপ লাগলো!",Normal statement
আমার পেট অনেক মোচড় দিয়ে উঠে আর অনেক পাতলা পায়খানা হচ্ছে।,patient statement
অতীতের স্মৃতিগুলো এখনো ভুলে যেতে পারছি না আবার সেই দিনগুলো ফিরে আসবে কি?,Normal statement
আমার কান বদ্ধ বদ্ধ লাগে। মনে হয় কিছু একটা আটকে আছে,patient statement
আজ আমি অনেক ক্ষুব্ধ বোধ করছি। আমার সব পরিকল্পনা ভেঙে গেছে।,Normal statement
আমার চোখ ফুলে লাল হয়ে যায় আর অনেক ব্যথা করে তাকিয়ে থাকতে পারি না,patient statement
আমার বমি হয় আর বারবার বদহজম হচ্ছে,patient statement
"আজ আমরা সবাই একে অপরকে ভুল বুঝেছি, আমি খুব রেগে আছি!",Normal statement
"চিঠি দেখে মনে হচ্ছে, কেউ আমার প্রতি বিশ্বাসঘাতকতা করেছে, আমি রেগে গেছি!",Normal statement
,
আমি একটি সুন্দর খাবার খাচ্ছি | খুব সুস্বাদু লাগছে। | খাবারের স্বাদ উপভোগ করছি।,Normal statement
"আজ কোনো কিছুতেই মন বসানো যাচ্ছে না, খুব রাগ হচ্ছিল। কেন আমি সব সময় ভুল বোঝানো হয়?",Normal statement
আজকের দিনটা আমার জন্য খুবই অসহনীয়।,Normal statement
আমার বুকে ব্যথা শুরু হলে প্রায় কয়েক মিনিটের মত এই ব্যথা থাকে আর আস্তে আস্তে বাড়তে থাকে। তখন শ্বাস নিতে অনেক কষ্ট হয়।,patient statement
"আমার মেয়ের মাজা, হাঁটুতে প্রচন্ড ব্যথা করে",patient statement
আমার বুক অনেক জ্বালা পুড়া করে। মনে হয় কিছু অনেক ভাড়ি কিছু চাপ দিচ্ছে বুকে।,patient statement
আজকের দিনটা আমার জন্য খুবই অন্ধকারময়।,Normal statement
আমার বাবার পাতলা-পায়খানা কোন ভাবেই থামছে না,patient statement
আমার প্রস্রাবের অনেক চাপ আসে কিন্তু সেই তুলনায় খুব কম প্রস্রাব হয়। আর অনেক ব্যথা করে।,patient statement
আমার কানে চিকন স্বরের এক ধরনের শব্দ হয়,patient statement
তোমার কথা শুনে আমার খুব রাগ হয়েছে 😠,Normal statement
"আজ বাজারে গিয়ে বন্ধুদের সাথে গল্প করতে করতে অনেক আনন্দ পেয়েছি, সব কিছু ভালো লাগছে!",Normal statement
"চিঠি পেয়ে বুঝলাম, জীবনে কিছু হারানোও থাকে, মনটা খুব ভারী হয়ে গেল!",Normal statement
"এই সিনেমায় এত ভুল ছিল, আমি পুরোটা দেখে রেগে গেছি!",Normal statement
"আজকের সিনেমাটি খুবই হতাশাজনক ছিল, পুরো সময়টা নিস্প্রাণ মনে হয়েছিল!",Normal statement
"রোদে গেলে আমার অনেক মাথা ব্যথা করে। বিশেষ করে কপালে, ভ্রু এর দুই দিকে খুব ব্যথা করে।",patient statement
আমার অনেক পেটে ব্যথা করে আর প্রস্রাবের নালী ব্যথা করে।,patient statement
"স্কুলে আজ কিছু বন্ধুদের সাথে সম্পর্ক খারাপ হয়েছে, মনটা খুব ভারী!",Normal statement
আমার মেয়ের মুখে অনেক বড় ফোঁড়ার মত উঠে আর লাল হয়ে থাকে কিন্তু এগুলো থেকে কোনো পুঁজ বের হয় না।,patient statement
আমার বাবার হাঁটুঁতে ব্যথা করে,patient statement
এই পরিস্থিতি আমাকে উত্তেজিত করেছে।,Normal statement
আজ ঐতিহাসিক শহরের অবস্থার দিকে তাকিয়ে মনটা ভারী হয়ে গেল!,Normal statement
"আমার বাবার পিঠ, মাজা অনেক ব্যথা করে",patient statement
"কান্না আসে, কিন্তু কাঁদতে পারি না মনটা শুকিয়ে গেছে।",Normal statement
আমার মেয়ে অতিরিক্ত চিন্তা করে আর ঠিকমত খাওয়া দাওয়া করছে না। অনেক দূর্বল হয়ে যাচ্ছে। ওর ওজন কমে যাচ্ছে।,patient statement
আজকের দিনটা আমার জন্য খুবই দুঃখজনক। কোনো কিছুই ঠিকঠাক হচ্ছে না।,Normal statement
"আজ ঐতিহাসিক কিছু স্থান দেখতে গিয়ে, বহু পুরানো দৃষ্টিভঙ্গির অভাব দেখলাম, মন খারাপ!",Normal statement
"আজ একটি বড় লক্ষ্য অর্জন করেছি, মনে হচ্ছে অনেক কিছুই করতে পারি! তুমি আমাকে এমনভাবে উৎসাহিত করো যে, আমি ভেবেও দেখতে পারি না! আজকের দিনের সকল কাজ খুব ভালোভাবে শেষ করেছি!",Normal statement
আজ আমি খুবই ভাল অনুভব করছি। সবকিছু ঠিকঠাক চলছে।,Normal statement
আমার মা বাথরুমের ভিতরে পরে গিয়েছিলো। এখন হাঁটতে পারছে না ব্যথায়। পায়ে অনেক ব্যথা পাচ্ছে দাঁড়াতেই পারছে না,patient statement
আমার শরীরের জয়েন্টে অনেক ব্যথা করে।,patient statement
"আমার পরিবারের সদস্যরা আমাকে গুরুত্ব দিচ্ছে না, আমি খুব রাগিত!",Normal statement
আমার পেট ব্যথা করে,patient statement
আমার বাম হাতে জোর পাচ্ছি না। কোনো কাজ করতে পারছি না।,patient statement
"বাজারে গিয়ে কোনো বিক্রেতাই ঠিকভাবে মূল্য জানালো না, দাম নিয়ে দ্বিধায় পড়ে গেলাম, খুব বিরক্তিকর!",Normal statement
আজকের দিনটা আমার জন্য খুবই অসহনীয়। কোনো কিছুই ঠিকঠাক হচ্ছে না।,Normal statement
আমার স্তনে প্রচন্ড ব্যথা করে। প্রায় এক মাস ধরে আমার স্তনে শক্ত দলার মত মনে হচ্ছে গোলাকার এবং এটা আস্তে আস্তে বড় হচ্ছে।,patient statement
আমার মা নিচের দিকে ঝুকলে মাথা টনটন করে আর অন্ধকার দেখে,patient statement
আমার হাত ভেঙ্গে গিয়েছে,patient statement
আজ আমি অনেক প্রশান্তি অনুভব করছি।,Normal statement
আমার বাচ্চার গায়ে ছোট ছোট লাল গুটির মত হচ্ছে আর গায়ে প্রচুর জ্বর,patient statement
আমার মুখে প্রায়ই ঘা এর মত হয় আর পুঁজ জমে আর রক্তও পরে,patient statement
"আজ রাতে পরিবারের সঙ্গে একসাথে খেতে পারলাম না, মনটা খালি লাগছে!",Normal statement
আজ আমি অনেক নিঃসঙ্গ বোধ করছি।,Normal statement
"আজকের মুভির প্লট এত ভালো ছিল, সবাই খুব খুশি হয়ে বের হলো!",Normal statement
আমার অনেক ঠান্ডা লেগেছে সর্দি বের হচ্ছে আর তার সাথে রক্তও পরছে,patient statement
"আমার খাবারের কোনো রুচি নাই, অনেক জ্বর। পাতলা পায়খানা হচ্ছে আর সাথে বমি।",patient statement
আজ ঐতিহাসিক স্থাপনা গুলি নিয়ে এত অসচেতনতা দেখে আমি রেগে গেলাম!,Normal statement
আমি দাঁত ব্রাশ করার পর রক্ত বের হয় আর অনেক জ্বলে,patient statement
আমি দাঁড়ালে কেমন যেন মনে হয় পায়ের নিচে কিছু বাধছে,patient statement
"শহরের অনেক গাছ কেটে ফেলা হচ্ছে, এটা দেখে মন খারাপ হয়ে গেল!",Normal statement
এটা যেন কষ্টের আরও একটি স্তর,Normal statement
আমার নিয়মিত পিরিয়ড হয় না। আর সবসময় এক রঙের রক্ত বের হয় না।,patient statement
আমার মায়ের স্তনের নিপলে সাদা পুঁজের মত বের হয় আর স্তনে গোল চাকার মত শক্ত হয়ে আছে,patient statement
"ঐতিহাসিক লালকেল্লায় আজ ঘুরে বেড়ালাম, মনে হচ্ছিল একেবারে ইতিহাসের মধ্যে প্রবাহিত হচ্ছি!",Normal statement
আমার মায়ের স্তন ফুলে বড় হয়ে আছে আর অনেক ব্যথা করে,patient statement
"আজ আমাদের পরিবারের সবাই একে অপরকে ভুল বুঝেছে, আমি খুব রাগ করছি!",Normal statement
আজ আমি অনেক সুখী বোধ করছি। আমার স্বপ্ন পূরণ হয়েছে।,Normal statement
আমার মেয়ে বেশিক্ষন দাঁড়িয়ে থাকতে পারে না। ওর পায়ে ব্যথা করে।,patient statement
আমার গলায় ফুলে লাল হয়ে আছে। আর মারাত্মক ব্যথা করছে।,patient statement
আমার বাচ্চার ৬ মাস বয়স কিন্তু ও ঠিকমত বুকের দুধ খেতে চায় না। শুধু কান্না করে,patient statement
আমার বাচ্চার মাঝে মাঝে দাঁত লেগে অজ্ঞান হয়ে যায়,patient statement
আজ আমি খুবই দুঃখিত। সবকিছু যেন ভেঙে পড়েছে।,Normal statement
পিরিয়ডের সময় আমার প্রচন্ড পেট ব্যথা হয় আর বমি হয়,patient statement
আমার বাবার অনেক মাথা ব্যথা করে,patient statement
আজকের দিনটি আমার জন্য আনন্দের 😁,Normal statement
আমার বাম চোখ একদম লাল হয়ে আছে আর অস্বস্তি লাগছে,patient statement
"আজকের সিনেমার প্লট কিছুটা নিরাশাজনক ছিল, মন খারাপ হয়ে গেল!",Normal statement
আমার স্তন অস্বাভাবিক ভাবে বড় হচ্ছে আর শক্ত হয়ে যাচ্ছে,patient statement
"গ্রামে অনেক ছেলেমেয়ে পড়াশোনার জন্য শহরে চলে যাচ্ছে, তাদের চলে যাওয়ার জন্য মনটা বিষণ্ণ হয়ে উঠছে! এখানে এমন অনেক শিশু আছে যারা একে অপরকে দেখে বড় হতে চাইছে, কিন্তু তাদের ভবিষ্যত আজকাল শুধু শহরের দিকে সীমাবদ্ধ হয়ে পড়ছে।",Normal statement
"আমার অনেক গলা ব্যথা, সর্দি আর কাশি",patient statement
আমার মাজা অনেক বেশি ব্যথা করে আমি তখন একদমই উঠা বসা করতে পারি না,patient statement
আমার মেয়ে বুকের দুধ খাওয়ার সময় নাকে মুখে উঠে যায় এরপর ওর শ্বাস বন্ধ হয়ে আসছে মনে হচ্ছে,patient statement
আমার ভাই এর ডান গাল ফুলে লাল হয়ে আছে। আর এই মুখের জায়গাটায় হলদে পুঁজ জমে আছে।,patient statement
আমার দাঁতে কালো দাগ পরে যাচ্ছে আর মুখ থেকে দুর্গন্ধ বের হয়,patient statement
আমি একটা নতুন ভাষা শিখছি | খুব মজা পাচ্ছি। | আমার জ্ঞান বৃদ্ধি পাচ্ছে।,Normal statement
"যেভাবে সবকিছু ঘটেছে, তাতে আমি খুবই খুশি।",Normal statement
আমার মেয়ের মাড়ি ফুলে আছে আর রক্ত পরছে,patient statement
আমার ভাইয়ার হাতে টিউমারের মত দলা পেকে আছে হাতের অনেক জায়গায় কিন্তু কোনো ব্যথা করে না অথচ এগুলো আস্তে আস্তে বড় হচ্ছে,patient statement
"চিঠির মাধ্যমে শুনলাম অনেক খারাপ খবর, খুব দুঃখিত হলাম!",Normal statement
আমি প্রকৃতির মাঝে সময় কাটাচ্ছি | খুব শান্তি পাচ্ছি। | প্রকৃতির সৌন্দর্যে মুগ্ধ হয়ে গেছি।,Normal statement
"আজকের ম্যাচে আমাদের দলের জয়ের ফলে সত্যিই খুব আনন্দিত, পুরো স্টেডিয়াম উল্লাসিত!",Normal statement
আমি চারদিন যাবত অনেক বেশি দুর্বল এবং খাবার খেলেও অরুচি হয়,patient statement
আমার মুখে ঘা এর মত হয়েছে আর পুঁজ বের হয়,patient statement
আমার আব্বুর খাওয়ার ক্রেভিং অনেক বেশি হচ্ছে দিন দিন। আর ঘন ঘন প্রস্রাব হয়।,patient statement
আমার হাত পায়ের জয়েন্টে অনেক ব্যথা করে,patient statement
"আজ আমি এক ঐতিহাসিক স্থান দেখতে গিয়েছিলাম, কিন্তু তার পরিবেশ এতটাই নষ্ট হয়ে গেছে যে মন খারাপ হলো!",Normal statement
আজ আমি অনেক স্বস্তি অনুভব করছি।,Normal statement
"কিছু মানুষ শুধু মজা নেয়, কিন্তু অনুভূতি বোঝে না!",Normal statement
আমার নাতনির স্তনের নিপল অনেক চুল্কায় আর সাদা ময়লার মত বের হয়।,patient statement
প্রিয়জনের কাছ থেকে একটি দুঃখজনক চিঠি পেয়ে আমি হতাশ হয়ে গেলাম!,Normal statement
আমার মাথা আর ঘাড় ব্যথা করে,patient statement
"আজকের টিভি শোটি সেভাবে ভালো ছিল না, খুব মন খারাপ লাগলো!",Normal statement
"আজ আমি ঐতিহাসিক রাজবাড়ির ধ্বংসাবশেষ দেখলাম, এর অবস্থা দেখে খুব খারাপ লাগলো!",Normal statement
"বিশ্বে এমন কেউ নেই, যেভাবে তুমি আমাকে অনুভব করাও। তোমার প্রেম আমার জীবনকে এত আনন্দিত করেছে, আমি কখনোই ভাবিনি এত সুখী হতে পারব। যখন আমি তোমার কাছে থাকি, সব কিছু যেন সঠিক জায়গায় এসে পৌঁছায়। তোমার সঙ্গে কাটানো প্রতিটি মুহূর্ত সেরা অনুভূতি।",Normal statement
আমার মায়ের বুক অনেক জ্বালা পুড়া করে। অনেক ভাড়ি কিছু চাপ দেয় বুকে।,patient statement
"আজ আমাদের স্কুলে একটি সুন্দর অনুষ্ঠান ছিল, সবাই খুব উপভোগ করেছিল!",Normal statement
আজ আমি অনেক দুঃখিত বোধ করছি।,Normal statement
আমি ঠিকমত খাওয়া দাওয়া করি কিন্তু তারপরও আমার অনেক দূর্বল লাগে। চোখ বন্ধ হয়ে আসে। কিন্তু ঠিকমত ঘুম হয় না।,patient statement
আমার মনটা আজ খুবই উৎফুল্ল।,Normal statement
"এটা আর সহ্য করা যাচ্ছে না, কেন সবাই আমাকে এত অবজ্ঞা করছে? আমি কি কখনো সত্যিই কিছুই করতে পারব না? সবাই শুধু আমার পিছনে কথা বলে, আর আমি যেন কিছুই করতে পারছি না। আজকের দিনটা একেবারে রাগের মধ্যে ভরা ছিল।",Normal statement
"এই কমেডি শোটি এতই মিসকাস্ট ছিল, আমি খুব রেগে গেছি!",Normal statement
আমার কপালে গোটার মত বের হয়েছে,patient statement
"আমার শরীর অনেক ব্যথা করে ঠিকমত নরমাল কাজও করতে পারি না, দুর্বল লাগে",patient statement
"গ্রামের ছেলেমেয়েরা আর আগের মতো খেলা করে না, কিছুটা মন খারাপ লাগলো!",Normal statement
"চিঠিতে কিছু মিথ্যা কথা লেখা ছিল, যা পড়তে আমি খুব ক্ষিপ্ত হলাম!",Normal statement
আমি বেশিক্ষন রোদে তাকিয়ে থাকতে পারি না। অস্বস্তি লাগে।,patient statement
আমার তিন দিন যাবত অনেক মাথা ব্যথা,patient statement
আজ একটা নতুন বন্ধু পেলাম | ও খুব ভালো মানুষ,Normal statement
আমার ভাই এর ডান গাল ফুলে লাল হয়ে আছে আর হলদে পুঁজ জমে আছে।,patient statement
"আমি যখন কিছু বলতে যাই, সবাই আমাকে চুপ করিয়ে দেয়!",Normal statement
আমার প্রায়ই মুখ শুকিয়ে আসে কোনো লালাই থাকে না,patient statement
আমার মেয়ে ছোটো কোনো লিখা পড়তে গেলে ওর মাথা ব্যথা করে,patient statement
আমার বাগানে ফুল ফুটেছে | খুব সুন্দর লাগছে।,Normal statement
"আজ বাজারে গিয়ে বেশ কিছু সস্তা জিনিস পেয়েছি, যা অনেক কাজে আসবে!",Normal statement
"বাজারে দাম এত বেশি যে, আমি রেগে গেছি, কেনার শক্তি নেই!",Normal statement
"নদীর পাশে গাছগুলো শুকিয়ে যাচ্ছে, এটা দেখে খুব দুঃখিত!",Normal statement
আমার মেয়ের নিপল অনেক চুল্কায় এবং সাদা ময়লার মত বের হয়।,patient statement
"আমার খাবারের কোনো রুচি নাই, অনেক জ্বর। পাতলা পায়খানা হচ্ছে আর সাথে বমি।",patient statement
"আমার মাজা, হাঁটুতে প্রচন্ড ব্যথা করে",patient statement
আমার অনেক পাতলা পায়খানা হচ্ছে আর সাথে অনেক শ্বাস কষ্ট হচ্ছে,patient statement
"আজ বাজারে গিয়ে অনেক কিছু কিনলাম, কিন্তু দাম বেশি হওয়ার কারণে কিছু কিনতে পারলাম না, এটা খুব দুঃখজনক।",Normal statement
আমার চোখ থেকে পানি পরে আর চোখ আঠালো মনে হয়।,patient statement
আমার অনেক সাদাস্রাব হয় আর অনেক দূর্গন্ধ হয়,patient statement
আমার পায়ু পথে অনেক চুল্কায়,patient statement
"আমার মাথা প্রচন্ড ব্যথা, জ্বর প্রায় ১০২ ডিগ্রি থাকে। শরীরে পানি লাগলে অনেক ব্যথা করছে।",patient statement
আমার সব দুশ্চিন্তা আজ দূর হয়ে গেছে। খুবই প্রশান্তি অনুভব করছি।,Normal statement
"মায়ের সাথে আমার সম্পর্ক একটু তিক্ত হয়েছে, মনটা খুব ভারী লাগছে!",Normal statement
আমার মেয়ের চোখে ছানি পরেছে মাকড়শার জালের মত দেখে। ঠিকমত দেখতে পারে না,patient statement
